# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 2000, mean track length: 0
1330 0.085255831 -0.012740843 0.285030235 128 128 128 1.0
1331 -0.105853903 0.042882234 0.431591397 128 128 128 1.0
1332 0.111991485 0.004303081 0.433599026 128 128 128 1.0
1333 -0.082635283 0.013441710 0.295809041 128 128 128 1.0
1334 0.013907107 0.060057094 0.435578094 128 128 128 1.0
1335 -0.079192497 0.101398976 0.312049101 128 128 128 1.0
1336 -0.082058623 -0.013648338 0.232995782 128 128 128 1.0
1337 0.000366256 0.023176331 0.333970393 128 128 128 1.0
1338 0.042893175 -0.025174484 0.350324082 128 128 128 1.0
1339 -0.115253133 0.003413773 0.281917087 128 128 128 1.0
1340 -0.035982288 -0.007494325 0.365278211 128 128 128 1.0
1341 -0.131733250 -0.125074097 0.325841996 128 128 128 1.0
1342 0.037950875 0.028819313 0.421422435 128 128 128 1.0
1343 0.104086117 0.039714666 0.348411018 128 128 128 1.0
1344 -0.082516624 -0.075685422 0.312626362 128 128 128 1.0
1345 0.021398929 0.017658843 0.350339500 128 128 128 1.0
1346 -0.012217813 0.050439700 0.366666594 128 128 128 1.0
1347 0.023827744 0.024674970 0.306296563 128 128 128 1.0
1348 -0.082467002 0.039290223 0.383338190 128 128 128 1.0
1349 -0.017602085 -0.033259275 0.532273924 128 128 128 1.0
1350 -0.060736724 -0.017403528 0.371240750 128 128 128 1.0
1351 -0.092338446 0.009378877 0.493819930 128 128 128 1.0
1352 0.074709456 0.050576027 0.397394234 128 128 128 1.0
1353 0.008957137 0.076671437 0.337531059 128 128 128 1.0
1354 -0.033824524 0.008163414 0.422455728 128 128 128 1.0
1355 0.026434047 0.053963116 0.188070463 128 128 128 1.0
1356 0.095444592 0.187248138 0.456792324 128 128 128 1.0
1357 -0.025409595 -0.067875463 0.372197139 128 128 128 1.0
1358 -0.078958069 0.058053723 0.307967163 128 128 128 1.0
1359 0.076853094 0.108970889 0.187419847 128 128 128 1.0
1360 0.023422241 -0.055862497 0.237217605 128 128 128 1.0
1361 -0.049387433 -0.017514710 0.432694979 128 128 128 1.0
1362 -0.121712581 0.084065007 0.511445033 128 128 128 1.0
1363 0.047795285 0.043675300 0.348926191 128 128 128 1.0
1364 -0.094003219 0.042786186 0.380722199 128 128 128 1.0
1365 0.058527433 0.205507228 0.408222475 128 128 128 1.0
1366 0.034056934 0.124954506 0.242382715 128 128 128 1.0
1367 -0.091416209 -0.030016519 0.297605659 128 128 128 1.0
1368 0.055514669 -0.025395297 0.489194707 128 128 128 1.0
1369 0.121635794 0.061605684 0.319120657 128 128 128 1.0
1370 0.049356045 0.064884747 0.264674268 128 128 128 1.0
1371 0.027902379 0.056489103 0.367317096 128 128 128 1.0
1372 0.125688811 0.097133040 0.283953410 128 128 128 1.0
1373 0.009958587 -0.066842081 0.396364476 128 128 128 1.0
1374 -0.069371856 0.073864902 0.381051609 128 128 128 1.0
1375 0.077666767 -0.011606769 0.233496544 128 128 128 1.0
1376 0.141266815 -0.013805481 0.460135205 128 128 128 1.0
1377 0.034414587 0.053912985 0.496379929 128 128 128 1.0
1378 0.027218824 0.112018505 0.231253956 128 128 128 1.0
1379 0.069688012 -0.019350966 0.339274611 128 128 128 1.0
1380 0.000697309 0.027722169 0.482572838 128 128 128 1.0
1381 -0.148297049 0.003523214 0.292681034 128 128 128 1.0
1382 0.093265120 -0.033847340 0.386541604 128 128 128 1.0
1383 -0.031800302 0.053444692 0.431184266 128 128 128 1.0
1384 -0.031791999 0.003926041 0.236371185 128 128 128 1.0
1385 0.024431983 0.068501435 0.305567598 128 128 128 1.0
1386 0.089629017 -0.165864828 0.201893164 128 128 128 1.0
1387 -0.111059391 -0.038783583 0.351489484 128 128 128 1.0
1388 -0.006309164 -0.005367356 0.407886082 128 128 128 1.0
1389 -0.037769587 -0.101086044 0.250497033 128 128 128 1.0
1390 0.169013202 -0.188169301 0.335893713 128 128 128 1.0
1391 0.116632554 0.038669250 0.283635504 128 128 128 1.0
1392 0.000174878 0.069113504 0.446651903 128 128 128 1.0
1393 -0.071947297 0.060836654 0.370200046 128 128 128 1.0
1394 0.088352385 0.111233231 0.322535563 128 128 128 1.0
1395 -0.115967416 0.031666921 0.492129715 128 128 128 1.0
1396 0.054846569 0.018413026 0.542083643 128 128 128 1.0
1397 -0.083202071 0.072239215 0.304364987 128 128 128 1.0
1398 0.003970747 0.007171489 0.471170931 128 128 128 1.0
1399 -0.074881104 -0.042807017 0.222563838 128 128 128 1.0
1400 0.038975933 -0.036658545 0.383757363 128 128 128 1.0
1401 -0.085861263 -0.028750690 0.433114324 128 128 128 1.0
1402 -0.013945537 0.050051130 0.392266125 128 128 128 1.0
1403 -0.028253815 -0.124779675 0.428832003 128 128 128 1.0
1404 0.013656590 0.078662407 0.188984925 128 128 128 1.0
1405 -0.132368745 -0.171418199 0.279852987 128 128 128 1.0
1406 0.083355992 0.045279359 0.347267683 128 128 128 1.0
1407 0.010499224 0.060863057 0.325827970 128 128 128 1.0
1408 0.031685516 0.011196366 0.175036589 128 128 128 1.0
1409 -0.030786306 0.108700503 0.318331151 128 128 128 1.0
1410 -0.011447149 -0.048549292 0.311229428 128 128 128 1.0
1411 0.089920975 -0.021446878 0.268244073 128 128 128 1.0
1412 -0.248909067 -0.045816276 0.192654655 128 128 128 1.0
1413 -0.145899959 0.063614246 0.406694045 128 128 128 1.0
1414 -0.153377013 0.068118358 0.386748678 128 128 128 1.0
1415 -0.062685499 0.058750473 0.219868587 128 128 128 1.0
1416 -0.096354380 -0.115175091 0.261079702 128 128 128 1.0
1417 0.070295104 -0.106690330 0.257896149 128 128 128 1.0
1418 -0.076135860 0.015637098 0.322824458 128 128 128 1.0
1419 0.068987157 -0.056908839 0.246845784 128 128 128 1.0
1420 -0.040331454 0.002788432 0.275271356 128 128 128 1.0
1421 0.021919301 0.144907920 0.302941953 128 128 128 1.0
1422 0.002903226 0.107464299 0.297375683 128 128 128 1.0
1423 -0.068644682 -0.088445742 0.380822733 128 128 128 1.0
1424 0.040064808 -0.013054616 0.352126757 128 128 128 1.0
1425 0.100567846 0.067971901 0.236381460 128 128 128 1.0
1426 -0.002359729 0.006733609 0.405836252 128 128 128 1.0
1427 -0.019716762 -0.053552048 0.311358469 128 128 128 1.0
1428 -0.144307848 -0.004172322 0.300077861 128 128 128 1.0
1429 0.035066710 -0.084420113 0.312734983 128 128 128 1.0
1430 -0.080739129 -0.087801686 0.403385073 128 128 128 1.0
1431 -0.039856898 0.032812415 0.257678090 128 128 128 1.0
1432 0.004920995 -0.138026523 0.308773090 128 128 128 1.0
1433 -0.043239796 0.043515791 0.361245664 128 128 128 1.0
1434 -0.017201730 0.063744849 0.361998691 128 128 128 1.0
1435 0.039673386 0.057922526 0.341288416 128 128 128 1.0
1436 -0.026904030 0.022687460 0.313182858 128 128 128 1.0
1437 0.027470630 0.085019801 0.414729441 128 128 128 1.0
1438 -0.034063178 -0.106275952 0.341924316 128 128 128 1.0
1439 -0.013671201 0.084701916 0.315756832 128 128 128 1.0
1440 -0.020378803 0.055039858 0.308158991 128 128 128 1.0
1441 -0.016443623 0.133153052 0.465237283 128 128 128 1.0
1442 0.046533886 0.017687226 0.268862056 128 128 128 1.0
1443 0.040823129 0.000864085 0.363850172 128 128 128 1.0
1444 -0.045172707 -0.004734248 0.331511258 128 128 128 1.0
1445 0.021413324 0.110233976 0.375087453 128 128 128 1.0
1446 -0.136170327 -0.081259645 0.219747280 128 128 128 1.0
1447 -0.067142294 0.040825721 0.378200653 128 128 128 1.0
1448 -0.051641413 0.017459065 0.285744945 128 128 128 1.0
1449 -0.117239964 -0.116097289 0.277580390 128 128 128 1.0
1450 0.109569273 -0.110905801 0.445390709 128 128 128 1.0
1451 0.102123634 -0.018437761 0.342163984 128 128 128 1.0
1452 -0.052881549 -0.005927126 0.398579566 128 128 128 1.0
1453 -0.003270063 0.075589123 0.440698668 128 128 128 1.0
1454 0.023373268 0.022056640 0.341014102 128 128 128 1.0
1455 0.023560468 -0.093064628 0.378265057 128 128 128 1.0
1456 0.012270741 -0.072965906 0.517678431 128 128 128 1.0
1457 -0.081735228 -0.073518631 0.368068479 128 128 128 1.0
1458 -0.158836978 -0.067367946 0.224086499 128 128 128 1.0
1459 -0.081363980 -0.014807973 0.371276049 128 128 128 1.0
1460 0.083895525 0.060114660 0.440326482 128 128 128 1.0
1461 0.042715068 -0.041677445 0.434768956 128 128 128 1.0
1462 -0.043283321 -0.053355964 0.467811041 128 128 128 1.0
1463 0.058609932 0.013180654 0.405731736 128 128 128 1.0
1464 0.065835949 -0.113221528 0.338125464 128 128 128 1.0
1465 -0.098584226 0.005371823 0.291994966 128 128 128 1.0
1466 0.104150820 0.037029462 0.280721122 128 128 128 1.0
1467 -0.005893530 -0.101229266 0.348814907 128 128 128 1.0
1468 0.039290138 0.016592527 0.191324776 128 128 128 1.0
1469 -0.031259007 0.036190971 0.369972399 128 128 128 1.0
1470 0.088164098 -0.107248782 0.387351415 128 128 128 1.0
1471 -0.056551925 0.011068346 0.377891403 128 128 128 1.0
1472 0.050372012 -0.050674964 0.360228236 128 128 128 1.0
1473 -0.097968838 -0.117358536 0.389828071 128 128 128 1.0
1474 -0.008928147 -0.134032112 0.277430542 128 128 128 1.0
1475 -0.003084711 0.119745324 0.428933665 128 128 128 1.0
1476 0.059201841 -0.147397067 0.337584129 128 128 128 1.0
1477 0.033509909 0.026844511 0.378614020 128 128 128 1.0
1478 -0.023304016 0.135914492 0.463400773 128 128 128 1.0
1479 -0.012162628 -0.083017307 0.509568892 128 128 128 1.0
1480 -0.048861686 0.091036250 0.498018148 128 128 128 1.0
1481 -0.080121035 0.018560774 0.317524236 128 128 128 1.0
1482 0.036501216 0.020946592 0.500924574 128 128 128 1.0
1483 0.042521518 -0.005377514 0.435367964 128 128 128 1.0
1484 -0.026431393 -0.033899509 0.524360612 128 128 128 1.0
1485 -0.070350535 -0.043791485 0.348830893 128 128 128 1.0
1486 -0.089225525 -0.173393771 0.429747681 128 128 128 1.0
1487 -0.067461535 -0.047983024 0.315518506 128 128 128 1.0
1488 -0.083211281 -0.090615785 0.358161500 128 128 128 1.0
1489 0.187105997 0.054206022 0.405043444 128 128 128 1.0
1490 -0.125134819 -0.006637029 0.250630731 128 128 128 1.0
1491 0.057063423 -0.022952051 0.348344565 128 128 128 1.0
1492 -0.011792116 -0.051394278 0.223578314 128 128 128 1.0
1493 0.041655199 -0.115352186 0.250830697 128 128 128 1.0
1494 -0.028526568 -0.061203769 0.366218676 128 128 128 1.0
1495 0.076118111 0.015190464 0.361049342 128 128 128 1.0
1496 -0.002853710 0.063923385 0.197614059 128 128 128 1.0
1497 0.024651437 -0.079345938 0.246647075 128 128 128 1.0
1498 -0.004333465 -0.035703832 0.391941625 128 128 128 1.0
1499 0.083340038 -0.190772591 0.339493000 128 128 128 1.0
1500 0.151947844 0.064686549 0.460991173 128 128 128 1.0
1501 0.003423586 -0.119542721 0.255284761 128 128 128 1.0
1502 0.052218343 0.071991987 0.286761177 128 128 128 1.0
1503 -0.026180198 0.016207291 0.205271941 128 128 128 1.0
1504 -0.032715276 0.124741990 0.520135828 128 128 128 1.0
1505 -0.013370637 0.141814412 0.303288831 128 128 128 1.0
1506 -0.069528807 -0.183764711 0.421851276 128 128 128 1.0
1507 -0.034627605 0.182484753 0.371834075 128 128 128 1.0
1508 0.010398802 -0.149170014 0.465343815 128 128 128 1.0
1509 -0.033685421 -0.017535301 0.168840776 128 128 128 1.0
1510 0.069470542 0.074474288 0.296914167 128 128 128 1.0
1511 0.002832052 0.026813579 0.422458236 128 128 128 1.0
1512 0.003794046 0.133263175 0.326058622 128 128 128 1.0
1513 -0.053045454 -0.041869026 0.142464672 128 128 128 1.0
1514 -0.069060528 0.076060205 0.366706289 128 128 128 1.0
1515 -0.069963617 0.023535356 0.184081234 128 128 128 1.0
1516 -0.027200372 0.037594114 0.401448534 128 128 128 1.0
1517 -0.066351726 0.068657449 0.495211669 128 128 128 1.0
1518 -0.038497490 0.054936780 0.221062832 128 128 128 1.0
1519 -0.161290625 0.044703745 0.349157354 128 128 128 1.0
1520 0.011716305 -0.050902922 0.322256264 128 128 128 1.0
1521 0.060648577 0.133256063 0.328472900 128 128 128 1.0
1522 -0.136258510 0.097798854 0.394060081 128 128 128 1.0
1523 0.050420085 0.010434451 0.531777779 128 128 128 1.0
1524 0.001927163 0.037036558 0.197578693 128 128 128 1.0
1525 -0.050450002 -0.059073776 0.343506980 128 128 128 1.0
1526 0.023763080 -0.064083590 0.484441795 128 128 128 1.0
1527 -0.089365749 -0.040154703 0.364975986 128 128 128 1.0
1528 -0.104223288 0.041576072 0.396556393 128 128 128 1.0
1529 -0.027506123 0.148710754 0.352447743 128 128 128 1.0
1530 0.018404211 -0.080959094 0.211871592 128 128 128 1.0
1531 -0.054611949 -0.029834266 0.309448309 128 128 128 1.0
1532 0.057441032 -0.195126364 0.255132493 128 128 128 1.0
1533 -0.150288473 0.103308975 0.300675957 128 128 128 1.0
1534 -0.045303018 -0.092283301 0.417920610 128 128 128 1.0
1535 -0.037040476 0.013698027 0.183060674 128 128 128 1.0
1536 0.089707851 0.027559714 0.390145686 128 128 128 1.0
1537 0.094964900 -0.019488334 0.332606736 128 128 128 1.0
1538 0.053490825 0.030179705 0.326405603 128 128 128 1.0
1539 -0.000446262 -0.044357773 0.403305067 128 128 128 1.0
1540 0.070850035 -0.003521607 0.496586360 128 128 128 1.0
1541 -0.127156220 -0.022605449 0.483212398 128 128 128 1.0
1542 -0.037673720 -0.132123844 0.457958714 128 128 128 1.0
1543 0.039856661 -0.099588126 0.408259014 128 128 128 1.0
1544 -0.085841596 -0.111296291 0.333962635 128 128 128 1.0
1545 -0.042384049 -0.091846201 0.316860483 128 128 128 1.0
1546 -0.084363703 0.000990781 0.344337258 128 128 128 1.0
1547 0.055935897 -0.040270359 0.239405680 128 128 128 1.0
1548 -0.109606416 -0.023513605 0.469395689 128 128 128 1.0
1549 0.064262874 -0.055213990 0.421768021 128 128 128 1.0
1550 -0.096803791 0.077491682 0.315510551 128 128 128 1.0
1551 0.057878059 0.046164109 0.323994028 128 128 128 1.0
1552 0.022522030 -0.089351197 0.340321131 128 128 128 1.0
1553 0.083134016 0.324928505 0.402654199 128 128 128 1.0
1554 0.003318841 -0.084966096 0.431241408 128 128 128 1.0
1555 -0.136607453 -0.068116266 0.375015594 128 128 128 1.0
1556 -0.100420527 0.119865134 0.433984604 128 128 128 1.0
1557 -0.049296983 -0.048257332 0.240481184 128 128 128 1.0
1558 -0.116081277 0.031818354 0.396343019 128 128 128 1.0
1559 0.024502788 0.017634227 0.301345474 128 128 128 1.0
1560 0.025222438 -0.121822742 0.346969860 128 128 128 1.0
1561 0.114608259 0.102494416 0.309122396 128 128 128 1.0
1562 -0.030508083 0.106919685 0.489815058 128 128 128 1.0
1563 -0.123810215 -0.037916923 0.365126658 128 128 128 1.0
1564 0.094158123 -0.070950485 0.397908710 128 128 128 1.0
1565 -0.027778675 0.187100342 0.380879299 128 128 128 1.0
1566 -0.014463280 -0.030547015 0.431145521 128 128 128 1.0
1567 0.050912176 -0.090594651 0.363807901 128 128 128 1.0
1568 -0.111154056 -0.064331810 0.242402048 128 128 128 1.0
1569 -0.110103293 -0.058773443 0.267670349 128 128 128 1.0
1570 0.038797649 0.060399397 0.327209409 128 128 128 1.0
1571 -0.093496374 0.061007074 0.183814719 128 128 128 1.0
1572 -0.158735057 0.054843207 0.399118370 128 128 128 1.0
1573 0.074695146 -0.020919416 0.245084933 128 128 128 1.0
1574 -0.044502326 0.041960883 0.284835155 128 128 128 1.0
1575 -0.059993218 -0.115625630 0.252922961 128 128 128 1.0
1576 0.064153928 0.032929995 0.253104433 128 128 128 1.0
1577 -0.090366301 -0.048743593 0.390451492 128 128 128 1.0
1578 -0.097455615 -0.017126071 0.174095814 128 128 128 1.0
1579 -0.104581415 0.030226463 0.418562703 128 128 128 1.0
1580 -0.096477410 -0.065718200 0.410533242 128 128 128 1.0
1581 -0.034916354 -0.047060511 0.388133639 128 128 128 1.0
1582 0.012190165 0.085777387 0.410257586 128 128 128 1.0
1583 -0.049798361 -0.013077231 0.341662618 128 128 128 1.0
1584 -0.112451572 -0.081702056 0.424572051 128 128 128 1.0
1585 -0.130980844 0.076424383 0.369456823 128 128 128 1.0
1586 -0.014614791 0.039782060 0.384813493 128 128 128 1.0
1587 0.093660083 -0.035575193 0.328240485 128 128 128 1.0
1588 -0.023154091 0.147751026 0.422541094 128 128 128 1.0
1589 -0.077576998 -0.030134663 0.289993875 128 128 128 1.0
1590 -0.002239097 0.013861859 0.530786154 128 128 128 1.0
1591 -0.149821303 0.079286473 0.381786850 128 128 128 1.0
1592 -0.059596405 -0.015231760 0.307009772 128 128 128 1.0
1593 0.000839868 0.077642627 0.224997319 128 128 128 1.0
1594 0.102265074 -0.033091537 0.467493361 128 128 128 1.0
1595 0.029996652 0.095924850 0.392396190 128 128 128 1.0
1596 0.084099689 0.001556110 0.280342973 128 128 128 1.0
1597 0.051019571 0.054134007 0.515502611 128 128 128 1.0
1598 -0.163606172 -0.018669085 0.432346424 128 128 128 1.0
1599 -0.103320120 -0.021027394 0.517081422 128 128 128 1.0
1600 0.110885878 -0.073248331 0.461700912 128 128 128 1.0
1601 0.092300211 0.059700716 0.377952192 128 128 128 1.0
1602 0.016524157 -0.072290935 0.306056671 128 128 128 1.0
1603 0.056238817 0.008799813 0.495783875 128 128 128 1.0
1604 -0.029193978 -0.194832742 0.320807953 128 128 128 1.0
1605 0.019852173 0.028286335 0.353078705 128 128 128 1.0
1606 -0.068242468 0.117469713 0.294493994 128 128 128 1.0
1607 0.054697400 -0.025261720 0.251841762 128 128 128 1.0
1608 0.111038034 -0.203208796 0.279636619 128 128 128 1.0
1609 0.032525939 -0.030660271 0.408036088 128 128 128 1.0
1610 -0.010030481 -0.038284103 0.521073640 128 128 128 1.0
1611 -0.019555733 -0.014565510 0.261411775 128 128 128 1.0
1612 -0.061735054 0.050150569 0.393327343 128 128 128 1.0
1613 -0.001631606 -0.057802778 0.403217863 128 128 128 1.0
1614 -0.138040342 -0.028991756 0.328186617 128 128 128 1.0
1615 -0.069291677 0.010695835 0.295064030 128 128 128 1.0
1616 -0.065744852 0.142835650 0.407969931 128 128 128 1.0
1617 0.094702848 0.002868314 0.426000722 128 128 128 1.0
1618 0.061356825 0.095995776 0.538471970 128 128 128 1.0
1619 -0.019125391 0.019790982 0.344985997 128 128 128 1.0
1620 -0.282138508 -0.112559020 0.350739514 128 128 128 1.0
1621 0.049968200 -0.046750809 0.440214425 128 128 128 1.0
1622 0.102130861 -0.033609544 0.463426873 128 128 128 1.0
1623 0.139678264 0.036719435 0.271086586 128 128 128 1.0
1624 0.117127780 -0.013414294 0.319517170 128 128 128 1.0
1625 0.009077111 -0.043216159 0.435634441 128 128 128 1.0
1626 0.062057922 0.097433265 0.396428691 128 128 128 1.0
1627 -0.063573259 -0.012770622 0.420030373 128 128 128 1.0
1628 -0.032555327 0.233597838 0.330615822 128 128 128 1.0
1629 -0.046911149 0.091912219 0.409819019 128 128 128 1.0
1630 -0.002234057 -0.018419536 0.384120249 128 128 128 1.0
1631 0.066842628 0.061017119 0.325867010 128 128 128 1.0
1632 0.034553057 0.067516146 0.411197616 128 128 128 1.0
1633 -0.246906914 -0.071221080 0.287930763 128 128 128 1.0
1634 -0.018426027 0.014326916 0.423714752 128 128 128 1.0
1635 0.049414822 -0.010156212 0.351851384 128 128 128 1.0
1636 0.140729596 -0.049021109 0.374359136 128 128 128 1.0
1637 0.125239931 0.027673936 0.186518736 128 128 128 1.0
1638 0.029994211 -0.030988419 0.340951904 128 128 128 1.0
1639 0.084081087 0.037562738 0.328876680 128 128 128 1.0
1640 0.071360762 0.034822258 0.358411279 128 128 128 1.0
1641 0.024080637 0.020249181 0.322838066 128 128 128 1.0
1642 -0.036728003 0.002012910 0.273660461 128 128 128 1.0
1643 -0.100710690 0.104072878 0.330824591 128 128 128 1.0
1644 -0.001920177 -0.010803522 0.351872457 128 128 128 1.0
1645 0.001816876 0.005209993 0.285604338 128 128 128 1.0
1646 0.074561854 -0.055367580 0.432792415 128 128 128 1.0
1647 -0.153505155 -0.084922004 0.429369904 128 128 128 1.0
1648 -0.011852001 -0.053681679 0.380013890 128 128 128 1.0
1649 -0.083642050 0.006149760 0.172787760 128 128 128 1.0
1650 -0.036188877 -0.051987607 0.393169288 128 128 128 1.0
1651 0.070061704 -0.068363813 0.478712899 128 128 128 1.0
1652 -0.047362663 -0.164473899 0.159623317 128 128 128 1.0
1653 0.123116869 -0.007002927 0.298213725 128 128 128 1.0
1654 -0.059831857 -0.087377318 0.458178702 128 128 128 1.0
1655 -0.006710644 0.143216652 0.334079785 128 128 128 1.0
1656 -0.188023400 0.067554715 0.320544361 128 128 128 1.0
1657 -0.018966214 0.125381869 0.328928964 128 128 128 1.0
1658 0.092959459 -0.000399334 0.289841499 128 128 128 1.0
1659 0.040585182 -0.048054595 0.448263596 128 128 128 1.0
1660 0.076790921 0.005018712 0.398791763 128 128 128 1.0
1661 0.045168177 -0.022049377 0.421611715 128 128 128 1.0
1662 -0.018183327 0.049296454 0.273972361 128 128 128 1.0
1663 0.008162266 0.033287394 0.286923714 128 128 128 1.0
1664 -0.033146152 -0.042483559 0.408451998 128 128 128 1.0
1665 -0.057346655 0.035338743 0.472302003 128 128 128 1.0
1666 0.028890826 -0.128551410 0.360481019 128 128 128 1.0
1667 0.083727984 -0.022405022 0.439258561 128 128 128 1.0
1668 0.049990651 0.034257215 0.329688994 128 128 128 1.0
1669 -0.040368628 -0.019841756 0.355716519 128 128 128 1.0
1670 0.042552764 0.034379144 0.326693224 128 128 128 1.0
1671 0.006028880 0.031849725 0.220875916 128 128 128 1.0
1672 -0.060562587 -0.062994577 0.334637085 128 128 128 1.0
1673 -0.021065773 -0.019624242 0.281215100 128 128 128 1.0
1674 0.054880632 0.023314031 0.219691868 128 128 128 1.0
1675 0.002201001 -0.088948535 0.487361490 128 128 128 1.0
1676 -0.035253161 -0.030288313 0.357944133 128 128 128 1.0
1677 -0.014750217 -0.003400927 0.475072165 128 128 128 1.0
1678 0.019384060 0.068113465 0.441508458 128 128 128 1.0
1679 -0.076628772 0.136492251 0.406426424 128 128 128 1.0
1680 0.077952636 -0.067677093 0.416791962 128 128 128 1.0
1681 0.034488948 -0.041544576 0.534064838 128 128 128 1.0
1682 0.046790226 -0.017693975 0.366987136 128 128 128 1.0
1683 0.074297462 0.091909464 0.398032738 128 128 128 1.0
1684 0.098889869 0.119133208 0.252750535 128 128 128 1.0
1685 -0.037312760 -0.073612977 0.359339594 128 128 128 1.0
1686 0.117027163 0.053827977 0.267928222 128 128 128 1.0
1687 -0.021901662 0.083877946 0.309080313 128 128 128 1.0
1688 -0.006136436 0.025955920 0.205880019 128 128 128 1.0
1689 0.063967242 0.028985199 0.397082060 128 128 128 1.0
1690 -0.076692757 -0.059839459 0.303853342 128 128 128 1.0
1691 0.021645196 0.007227796 0.361825320 128 128 128 1.0
1692 0.144937355 0.106038539 0.294078278 128 128 128 1.0
1693 -0.050680188 0.138858193 0.326242282 128 128 128 1.0
1694 0.111907103 0.129489755 0.308212079 128 128 128 1.0
1695 -0.019958924 0.008226494 0.282499090 128 128 128 1.0
1696 -0.076629072 -0.030495421 0.419815807 128 128 128 1.0
1697 -0.034231441 -0.014905793 0.314380753 128 128 128 1.0
1698 -0.107586993 0.120350065 0.164221189 128 128 128 1.0
1699 -0.050725858 0.046298043 0.239932580 128 128 128 1.0
1700 0.049979621 0.101786193 0.282819988 128 128 128 1.0
1701 0.018280876 -0.087252311 0.392137385 128 128 128 1.0
1702 0.008640665 0.018808808 0.460855533 128 128 128 1.0
1703 0.039252844 0.109233528 0.402286552 128 128 128 1.0
1704 -0.094417684 0.022464573 0.390710712 128 128 128 1.0
1705 -0.114098482 0.108230919 0.356991393 128 128 128 1.0
1706 0.030994757 -0.070173066 0.357353022 128 128 128 1.0
1707 0.025534192 -0.024555263 0.357995408 128 128 128 1.0
1708 -0.168025132 0.110496582 0.262397425 128 128 128 1.0
1709 -0.173051270 -0.075308064 0.284726914 128 128 128 1.0
1710 0.045007489 -0.071598833 0.374239246 128 128 128 1.0
1711 -0.075269803 0.178047100 0.395102422 128 128 128 1.0
1712 0.157966997 -0.079702736 0.404547499 128 128 128 1.0
1713 -0.075056372 0.047705650 0.405655495 128 128 128 1.0
1714 -0.126160566 -0.089545275 0.258052031 128 128 128 1.0
1715 -0.118954872 -0.057166319 0.274474578 128 128 128 1.0
1716 -0.114346391 0.009066217 0.394866082 128 128 128 1.0
1717 -0.103980868 -0.043390905 0.351779361 128 128 128 1.0
1718 -0.017424391 -0.054957457 0.415895788 128 128 128 1.0
1719 0.068808066 0.055406552 0.334341976 128 128 128 1.0
1720 0.159904061 0.140216196 0.318802191 128 128 128 1.0
1721 -0.008674016 0.095994801 0.286952255 128 128 128 1.0
1722 0.032777662 0.004571282 0.294601689 128 128 128 1.0
1723 -0.017677990 -0.124898879 0.307374421 128 128 128 1.0
1724 -0.158825746 0.183193833 0.471228171 128 128 128 1.0
1725 0.099042784 0.024891007 0.430592906 128 128 128 1.0
1726 0.102460632 0.081936424 0.424104176 128 128 128 1.0
1727 -0.072363895 0.034874618 0.307794055 128 128 128 1.0
1728 -0.093911594 -0.090803688 0.384704952 128 128 128 1.0
1729 0.084701689 -0.108988176 0.490054328 128 128 128 1.0
1730 0.117929827 -0.030076525 0.313299880 128 128 128 1.0
1731 -0.005520331 0.078804433 0.319634148 128 128 128 1.0
1732 -0.088253769 0.027708306 0.184979475 128 128 128 1.0
1733 0.011432030 0.092864097 0.374562696 128 128 128 1.0
1734 0.062521318 0.039573839 0.408290843 128 128 128 1.0
1735 0.011656079 -0.066330257 0.332052525 128 128 128 1.0
1736 -0.005860946 0.100708906 0.480091429 128 128 128 1.0
1737 0.033648953 -0.060220271 0.291625432 128 128 128 1.0
1738 -0.015000321 0.111103800 0.376765898 128 128 128 1.0
1739 -0.004426647 -0.061201000 0.420590321 128 128 128 1.0
1740 0.023149721 -0.004062223 0.358273897 128 128 128 1.0
1741 0.134921279 -0.012830213 0.485076704 128 128 128 1.0
1742 0.099382800 0.004187301 0.420709906 128 128 128 1.0
1743 -0.009902319 -0.066270116 0.328567848 128 128 128 1.0
1744 -0.072578875 0.040915898 0.351178241 128 128 128 1.0
1745 0.045426411 0.066134810 0.100380416 128 128 128 1.0
1746 0.024919884 -0.144134181 0.363330494 128 128 128 1.0
1747 -0.070191140 0.008339020 0.459236218 128 128 128 1.0
1748 -0.136623895 0.015252554 0.343725944 128 128 128 1.0
1749 -0.151377441 0.051838494 0.352737730 128 128 128 1.0
1750 -0.040699070 -0.057742433 0.607004196 128 128 128 1.0
1751 -0.031509469 -0.144025841 0.275528130 128 128 128 1.0
1752 -0.029329087 -0.030751785 0.343691754 128 128 128 1.0
1753 -0.083758615 0.043323250 0.311297969 128 128 128 1.0
1754 -0.108858016 -0.065246897 0.319226669 128 128 128 1.0
1755 0.067889906 0.038761945 0.322958688 128 128 128 1.0
1756 0.001575756 0.017211939 0.513098026 128 128 128 1.0
1757 -0.049409910 0.037365518 0.408109434 128 128 128 1.0
1758 -0.076244351 0.015137808 0.363074640 128 128 128 1.0
1759 -0.037584240 0.045406600 0.432279405 128 128 128 1.0
1760 0.090418252 -0.015345140 0.365190170 128 128 128 1.0
1761 0.188052842 -0.088291057 0.367749565 128 128 128 1.0
1762 0.071197917 0.012009672 0.402477656 128 128 128 1.0
1763 0.013814751 0.060292511 0.452605047 128 128 128 1.0
